2.252391204833984375e+02 3.016337966918945312e+01
2.290598602294921875e+02 3.450053405761718750e+01
2.349355163574218750e+02 3.553473281860351562e+01
2.417614440917968750e+02 4.254898834228515625e+01
2.362678833007812500e+02 4.027531433105468750e+01
2.356277313232421875e+02 3.519386672973632812e+01
2.365943908691406250e+02 3.565768432617187500e+01
2.381076049804687500e+02 4.055661392211914062e+01
2.495867309570312500e+02 5.059333801269531250e+01
2.437067565917968750e+02 4.628387832641601562e+01
2.344036560058593750e+02 3.652328109741210938e+01
2.164170227050781250e+02 2.091493797302246094e+01
2.237575073242187500e+02 2.835972785949707031e+01
2.161879730224609375e+02 1.938294982910156250e+01
2.178382263183593750e+02 2.492243576049804688e+01
2.172006683349609375e+02 2.351803016662597656e+01
2.188614196777343750e+02 2.918743324279785156e+01
2.298462829589843750e+02 3.325757598876953125e+01
2.334515686035156250e+02 3.616490936279296875e+01
2.278619995117187500e+02 3.417084503173828125e+01
2.353325500488281250e+02 4.160913848876953125e+01
2.264601287841796875e+02 2.860040283203125000e+01
2.305356903076171875e+02 3.123345756530761719e+01
2.360285034179687500e+02 3.699394607543945312e+01
2.186725769042968750e+02 2.204971885681152344e+01
2.253786163330078125e+02 3.052653694152832031e+01
2.319782714843750000e+02 3.182609367370605469e+01
2.251070556640625000e+02 2.720487594604492188e+01
2.254277038574218750e+02 2.900142288208007812e+01
2.458846893310546875e+02 4.606503677368164062e+01
2.383904266357421875e+02 3.562701797485351562e+01
2.327160491943359375e+02 3.683988571166992188e+01
2.323794555664062500e+02 3.163298988342285156e+01
2.255556030273437500e+02 3.063007736206054688e+01
2.439739227294921875e+02 4.047621536254882812e+01
2.387072601318359375e+02 3.594589996337890625e+01
2.260232543945312500e+02 3.064978790283203125e+01
2.410205841064453125e+02 3.996204376220703125e+01
2.417097930908203125e+02 4.125315093994140625e+01
2.360937347412109375e+02 3.671604919433593750e+01
2.287379455566406250e+02 3.342162704467773438e+01
2.234811248779296875e+02 3.378348922729492188e+01
2.315659027099609375e+02 3.505790710449218750e+01
2.394491577148437500e+02 3.843144226074218750e+01
2.309064331054687500e+02 3.573482894897460938e+01
2.364308471679687500e+02 3.843123626708984375e+01
2.304765777587890625e+02 3.613312911987304688e+01
2.435679473876953125e+02 4.326291656494140625e+01
2.401183624267578125e+02 3.808798599243164062e+01
2.427283020019531250e+02 4.240833282470703125e+01
2.370386047363281250e+02 3.855797576904296875e+01
2.282466430664062500e+02 2.931137657165527344e+01
2.366831970214843750e+02 4.158676147460937500e+01
2.397230529785156250e+02 3.805125045776367188e+01
2.213665466308593750e+02 2.733422470092773438e+01
2.311274414062500000e+02 3.523525619506835938e+01
2.401393127441406250e+02 4.017601013183593750e+01
2.410788574218750000e+02 3.718963241577148438e+01
2.262201538085937500e+02 2.564696502685546875e+01
2.418186187744140625e+02 4.249164581298828125e+01
2.272169189453125000e+02 3.281373596191406250e+01
2.328611602783203125e+02 2.994898986816406250e+01
2.343296966552734375e+02 3.334458923339843750e+01
2.257073211669921875e+02 2.719552993774414062e+01
2.296513671875000000e+02 3.240061950683593750e+01
2.075538177490234375e+02 1.287710762023925781e+01
2.273011016845703125e+02 2.925482177734375000e+01
2.137032928466796875e+02 2.456134033203125000e+01
2.236829986572265625e+02 3.397694015502929688e+01
2.333428649902343750e+02 3.297631072998046875e+01
2.386754150390625000e+02 3.974556350708007812e+01
2.354580383300781250e+02 3.283891296386718750e+01
2.365539855957031250e+02 3.940663146972656250e+01
2.307131347656250000e+02 3.121684265136718750e+01
2.292483825683593750e+02 3.633909988403320312e+01
2.422896270751953125e+02 4.111497497558593750e+01
2.326164245605468750e+02 2.957689094543457031e+01
2.436609497070312500e+02 4.004040527343750000e+01
2.440690612792968750e+02 4.429349136352539062e+01
2.436645965576171875e+02 4.432278823852539062e+01
